lat,lon,height,r,p,y,t
-4.4600281133638910785e-05,1.7737902435649424899e-05,0.12476241588592529297,-0.025741364806890487671,-0.017582535743713378906,0.083867125213146209717,1758530147.7039730549
-4.4390276387512249119e-05,1.7831507915399459353e-05,0.1104908287525177002,-0.032756168395280838013,-0.0092078614979982376099,0.46851438283920288086,1758530148.1043345928
-4.4493262548054818924e-05,1.7748266911686702216e-05,0.12042690068483352661,-0.027619209140539169312,0.0054659000597894191742,0.67253607511520385742,1758530148.3051822186
-4.4609888294023379476e-05,1.7761726383721535076e-05,0.12504656612873077393,-0.028403587639331817627,0.0084492554888129234314,0.88430017232894897461,1758530148.5058424473
-4.4692906213278406889e-05,1.774194851286347568e-05,0.12575489282608032227,-0.027101149782538414001,0.014745938591659069061,1.0891679525375366211,1758530148.7061502934
-4.4557389255222822348e-05,1.7630539007591654793e-05,0.11871779710054397583,-0.033723529428243637085,0.012012338265776634216,1.3006398677825927734,1758530148.9060153961
-3.4293843331893500274e-05,1.8583912426646209096e-05,0.091231964528560638428,-0.0372811146080493927,0.04787729308009147644,1.4700257778167724609,1758530150.5046098232
-3.4450162158439532429e-05,1.8689450728685640503e-05,0.094958163797855377197,-0.017237428575754165649,0.042208537459373474121,1.7284624576568603516,1758530151.1030287743
-3.456627093042834788e-05,1.8804442012113208754e-05,0.093322508037090301514,-0.0056437728926539421082,0.047542069107294082642,2.0951259136199951172,1758530151.5037345886
-3.4539164090186495878e-05,1.8709997798409197663e-05,0.097487576305866241455,0.010713667608797550201,0.048317883163690567017,2.4934945106506347656,1758530151.9050397873
-3.4595919562260149071e-05,1.8493214732025726826e-05,0.094685867428779602051,0.014770499430596828461,0.044894896447658538818,2.6961386203765869141,1758530152.1050064564
-3.454445017443130841e-05,1.8474079830398516897e-05,0.094307050108909606934,0.03066222555935382843,0.04404161497950553894,2.9957401752471923828,1758530152.505261898
-3.3120858426373578516e-05,9.2460071598223202296e-06,0.064265787601470947266,0.034172516316175460815,0.03407019004225730896,3.0038752555847167969,1758530153.9041984081
-3.2294416395784144766e-05,4.1808047612964476292e-06,0.055492326617240905762,0.018281230702996253967,0.029962379485368728638,2.6660811901092529297,1758530155.3064134121
-3.2250677970925125727e-05,4.1387397508984083089e-06,0.050205942243337631226,0.0086964759975671768188,0.03012851811945438385,2.4107842445373535156,1758530155.5065255165
-3.227637604584417683e-05,4.1678812675233167142e-06,0.046766668558120727539,0.0021383007988333702087,0.033352777361869812012,2.1418812274932861328,1758530155.7055485249
-3.2294595183353434591e-05,4.1682763000506792235e-06,0.051777452230453491211,-0.0070295613259077072144,0.033715970814228057861,1.8584421873092651367,1758530155.9042730331
-3.227798944561639826e-05,4.1730038606468381176e-06,0.052778057754039764404,-0.01507755182683467865,0.030317915603518486023,1.5695867538452148438,1758530156.1035244465
-2.6702972174827561394e-05,5.4005423533910505574e-06,0.043014418333768844604,-0.011804644949734210968,0.013112550601363182068,1.3682894706726074219,1758530157.3046815395
-1.9579022327977977746e-05,6.9334577835956899425e-06,0.042781338095664978027,-0.020974157378077507019,0.014202056452631950378,1.0433576107025146484,1758530159.1058168411
-1.9591511634676641278e-05,6.911030492632281776e-06,0.042302250862121582031,-0.022694144397974014282,0.0072858948260545730591,0.81307613849639892578,1758530159.3056099415
-1.9580232916565729631e-05,6.9529692648126227231e-06,0.042684685438871383667,-0.022019762545824050903,0.0019690722692757844925,0.57805109024047851562,1758530159.5044817924
-1.958239129698842275e-05,6.9909689394631861447e-06,0.041930679231882095337,-0.021781196817755699158,-0.0019760676659643650055,0.33501663804054260254,1758530159.7032814026
-1.9587651540600352031e-05,7.0341326625770177143e-06,0.040920492261648178101,-0.020853031426668167114,-0.0058068078942596912384,0.096986472606658935547,1758530159.902330637
-2.0140115086764144391e-05,1.7173963783212423833e-05,0.06659743189811706543,-0.01063282601535320282,-0.025428628548979759216,-0.060675360262393951416,1758530162.1019821167
